Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Approximate Volume Released (m3),Substance,SubstanceCategory,Release Type,Year,What Happened?,Why it Happened?,Pipeline Phase,Were Pipeline System Components Involved?,Pipeline System Components Involved
INC2016-137,Explosion,22-11-2016,"Taylor, British Columbia",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,56.14630285,-120.6691693,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Operating Conditions,Engineering and Planning,Operation,Yes,Processing Plant
INC2016-138,Explosion,23-11-2016,"Carman, MB",Manitoba,TransCanada Keystone Pipeline GP Ltd.,Submitted,49.62182529,-98.00927638,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Operating Conditions, Other Causes",Engineering and Planning,Operation,Yes,Pumping Station
INC2016-139,Operation Beyond Design Limits,24-11-2016,"Grande Prairie, AB",Alberta,NOVA Gas Transmission Ltd.,Submitted,55.128802,-119.389847,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Incorrect Operation,Tools and Equipment,Operation,Yes,Compression Station
INC2016-140,Operation Beyond Design Limits,29-11-2016,Cranbrook,British Columbia,NOVA Gas Transmission Ltd.,Submitted,49.3062,-114.03907,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Operating Conditions",Tools and Equipment,Maintenance,No,Compression Station
INC2016-141,Release of Substance,06-12-2016,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Submitted,45.2158179,-65.976788,No,No,No,No,3,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,Other Causes,Maintenance,Operation,Yes,Metering Station
INC2016-142,Operation Beyond Design Limits,06-12-2016,"Endiang, Alberta",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,51.939713,-112.073701,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,To be determined,To be determined,Operation,Yes,Pipeline
INC2016-143,Operation Beyond Design Limits,09-12-2016,"Gordondale, Alberta",Alberta,NOVA Gas Transmission Ltd.,Submitted,55.81164,-119.27018,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Equipment Failure, Operating Conditions",Tools and Equipment,Operation,Yes,Pipeline
INC2016-144,Operation Beyond Design Limits,09-12-2016,"Hardisty, Alberta",Alberta,TransCanada Keystone Pipeline GP Ltd.,Submitted,52.64363744,-111.2775357,Yes,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Other Causes,Engineering and Planning,Operation,Yes,Pipeline
INC2016-146,Release of Substance,15-12-2016,"Hearst, ON",Ontario,TransCanada PipeLines Limited,Submitted,49.75034152,-84.13337202,Yes,No,No,No,0.1,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,"Cracking , Other Causes",Engineering and Planning,Operation,Yes,Compression Station
INC2016-147,Release of Substance,19-12-2016,"Halifax, NS",Nova Scotia,Maritimes & Northeast Pipeline Management Ltd.,Closed,44.690626,-63.59345,No,No,No,No,1,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,Operating Conditions,Natural or Environmental Forces,Operation,No,
INC2016-148,Release of Substance,20-12-2016,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,58.65324554,-122.6848231,No,Yes,No,No,72,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,"Cracking , Operating Conditions",Maintenance,Operation,Yes,Processing Plant
INC2016-149,Release of Substance,23-12-2016,"Bruce, AB",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,53.20998,-111.84962,Yes,No,Yes,No,1,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,To be determined,To be determined,Operation,Yes,Pipeline
INC2017-001,Release of Substance,05-01-2017,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,55.33159692,-121.6381581,No,No,No,No,201,Natural Gas - Sour,High Vapour Pressure Product,Gas,2017,Equipment Failure,Engineering and Planning,Operation,Yes,Pipeline
INC2017-002,Operation Beyond Design Limits,09-01-2017,"Zama City, AB",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,59.05770283,-118.8719403,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,Other Causes,Natural or Environmental Forces,Operation,Yes,Metering Station
INC2017-003,Operation Beyond Design Limits,12-01-2017,Brooks,Alberta,NOVA Gas Transmission Ltd.,Submitted,50.54099862,-111.7600391,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,External Interference,Engineering and Planning,Operation,yes,Metering Station
INC2017-004,Operation Beyond Design Limits,16-01-2017,"Chisholm, Alberta",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,55.069302,-114.442254,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Operation,Yes,Pipeline
INC2017-005,Operation Beyond Design Limits,16-01-2017,"Hythe, Alberta",Alberta,NOVA Gas Transmission Ltd.,Submitted,55.521447,-119.3545135,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,External Interference,Engineering and Planning,Operation,Yes,Metering Station
INC2017-006,Explosion,17-01-2017,"Milden, SK",Saskatchewan,Enbridge Pipelines Inc.,Submitted,51.446111,-107.389167,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,"Equipment Failure, Material Degradation ",Maintenance,Operation,Yes,Pumping Station
INC2017-007,Release of Substance,19-01-2017,Hasler,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Initially Submitted,55.571667,-121.94,No,No,No,No,22.3,Natural Gas - Sour,High Vapour Pressure Product,Gas,2017,Internal Corrosion,Maintenance,Operation,Yes,Processing Plant
INC2017-008,Fire,23-01-2017,Assiniboia,Saskatchewan,NOVA Chemicals (Canada) Ltd.,Submitted,49.552049,-105.985536,No,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,Operating Conditions,Maintenance,Maintenance,Yes,Pumping Station
INC2017-009,Release of Substance,25-01-2017,Port Elgin,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.98805,-64.14431,Yes,No,No,No,1,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2017,Equipment Failure,Maintenance,Operation,Yes,Metering Station
INC2017-010,Release of Substance,27-01-2017,Hasler,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,55.56909171,-121.9446616,Yes,No,No,No,0.4,Sulphur,Commodity,Miscellaneous,2017,Operating Conditions,Tools and Equipment,Operation,Yes,Processing Plant
INC2017-011,Release of Substance,28-01-2017,Hasler Flats,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,55.56909171,-121.9446616,Yes,No,No,No,0.86,Hydrogen Sulphide,Miscellaneous,Miscellaneous,2017,Operating Conditions,Maintenance,Operation,Yes,Processing Plant
INC2017-012,Fire,29-01-2017,"Edson, AB",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,53.574646,-116.560407,Yes,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,"Incorrect Operation, Operating Conditions","Maintenance, Tools and Equipment",Construction,Yes,Vehicle/Mobile Equipment
INC2017-013,Fire,29-01-2017,"Edson, AB",Alberta,NOVA Gas Transmission Ltd.,Closed,53.651993,-116.707123,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,"Incorrect Operation, Operating Conditions","Leadership and Communication, Maintenance, Tools and Equipment",Construction,yes,vehicle/Mobile Equipment
INC2017-015,Release of Substance,31-01-2017,Storthoaks,Saskatchewan,Tundra Energy Marketing Limited,Submitted,49.285641,-101.651464,Yes,No,Yes,No,5,Crude Oil - Sweet,Low Vapour Pressure Product,Liquid,2017,"Equipment Failure, Incorrect Operation, Operating Conditions","Leadership and Communication, Maintenance",Operation,Yes,Pumping Station
INC2017-016,Release of Substance,02-02-2017,Hasler Flats,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,55.56909171,-121.9446616,No,No,No,No,491,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2017,Operating Conditions,Maintenance,Operation,Yes,Processing Plant
INC2017-018,Release of Substance,08-02-2017,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Submitted,45.28,-66,Yes,No,No,No,0.001,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2017,Equipment Failure,Natural or Environmental Forces,Operation,Yes,Pipeline
INC2017-019,Fire,08-02-2017,"Bonanza, Alberta",Alberta,NOVA Gas Transmission Ltd.,Submitted,55.8974,-119.4945,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,Other Causes,Individual Factors,Construction,No,
INC2017-020,Fire,14-02-2017,Cleardale,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,56.537345,-11.903125,No,No,No,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Construction,yes,Vehicle/Mobile Equipment
INC2017-021,Fire,15-02-2017,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,56.66181,-111.78793,No,No,No,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Maintenance,Yes,Vehicle/Mobile Equipment
INC2017-022,Operation Beyond Design Limits,17-02-2017,Grande Cache,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,54.38978294,-118.7791417,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Operation,Yes,Metering Station
INC2017-023,Release of Substance,17-02-2017,Edmonton,Alberta,Enbridge Pipelines Inc.,Initially Submitted,53.535511,-113.348997,No,Yes,Yes,Yes,200,Condensate,Low Vapour Pressure Product,Liquid,2017,To be determined,To be determined,Operation,Yes,Pipeline
INC2017-024,Fire,19-02-2017,Cleardale,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,56.85842,-120.04474,No,No,No,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Construction,Yes,Vehicle/Mobile Equipment
INC2017-026,Release of Substance,23-02-2017,"Slave Lake, AB",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,55.2555247,-114.585849,Yes,No,Yes,Yes,1,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2017,To be determined,To be determined,Maintenance,Yes,Pipeline
INC2017-027,Release of Substance,24-02-2017,"Taylor, BC",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Initially Submitted,56.14410425,-120.6639331,Yes,No,No,No,5978.4,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2017,To be determined,To be determined,Operation,Yes,Compression Station
INC2017-028,Operation Beyond Design Limits,24-02-2017,"Fort Nelson, British Columbia",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Initially Submitted,56.2836,-120.22,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Maintenance,Yes,Pipeline
INC2017-029,Serious Injury (NEB or TSB),24-02-2017,"Bear Lake, British Columbia",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Initially Submitted,54.34,-122.44,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Construction,No,
INC2017-030,Fire,26-02-2017,"Edson, AB",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,53.64385,-116.69339,No,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Construction,No,
INC2017-031,Release of Substance,28-02-2017,Hasler Flats and Chetwynd BC,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Initially Submitted,55.56909171,-121.9446616,No,No,No,No,0.6,Sulphur,Commodity,Miscellaneous,2017,To be determined,To be determined,Operation,Yes,Processing Plant
INC2017-032,Fire,02-03-2017,Fort Simpson,Alberta,Enbridge Pipelines (NW) Inc.,Initially Submitted,61.843302,-121.33647,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Maintenance,No,
INC2017-033,Release of Substance,04-03-2017,"Clayhurst, AB",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,56.27289,-119.87359,No,No,Yes,No,0.01,Drilling Fluid,Miscellaneous,Miscellaneous,2017,To be determined,To be determined,Construction,No,
INC2017-034,Fire,04-03-2017,"Fort McMurray, AB",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,55.8748,-110.774,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Construction,Yes,Vehicle/Mobile Equipment
INC2017-035,Release of Substance,04-03-2017,Hasler ,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Initially Submitted,55.56909171,-121.9446616,Yes,No,No,No,1,Hydrogen Sulphide,Miscellaneous,Miscellaneous,2017,To be determined,To be determined,Operation,Yes,Processing Plant
INC2017-036,Release of Substance,07-03-2017,Dawson Creek,British Columbia,Pouce Coupï¿½ Pipe Line Ltd. as agent and general partner of the Pembina North Limited Partnership,Initially Submitted,55.94382999,-120.19327,Yes,No,No,No,0.001,Natural Gas Liquids,High Vapour Pressure Product,Gas,2017,To be determined,To be determined,Construction,Yes,Pumping Station
INC2017-037,Fire,08-03-2017,Brandon,Manitoba,TransCanada PipeLines Limited,Initially Submitted,50.07237,-100,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Operation,Yes,Compression Station
INC2017-038,Fire,14-03-2017,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Initially Submitted,51.86826399,-109.036068,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Construction,No,
INC2017-039,Release of Substance,15-03-2017,Cleardale,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,56.36,-119.92,Yes,No,No,No,40,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2017,To be determined,To be determined,Operation,Yes,Compression Station
INC2017-040,Fire,17-03-2017,Cleardale,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,56.4,-119.9,Yes,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Construction,No,
INC2017-041,Serious Injury (NEB or TSB),19-03-2017,5000,British Columbia,Enbridge G and P Canada Pipelines Inc.,Initially Submitted,55.78,-121.53,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Construction,No,
INC2017-042,Release of Substance,19-03-2017,"Chetwynd, British Columbia",British Columbia,Enbridge G and P Canada Pipelines Inc.,Submitted,55.649905,-122.207216,Yes,No,No,No,26278.0336,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2017,Equipment Failure,Natural or Environmental Forces,Operation,Yes,Compression Station
INC2017-043,Release of Substance,20-03-2017,Sherwood Park AB,Alberta,Enbridge Pipelines Inc.,Initially Submitted,53.54740268,-113.3557137,Yes,Yes,No,Yes,10,Crude Oil - Synthetic,Low Vapour Pressure Product,Liquid,2017,To be determined,To be determined,Operation,Yes,Storage Facility
INC2017-044,Fire,22-03-2017,Cleardale,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,56.4,-119.9,No,No,No,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Construction,Yes,Vehicle/Mobile Equipment
INC2017-045,Fire,22-03-2017,High Prairie,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,56.933508,-115.228594,No,No,No,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Construction,No,
INC2017-046,Fire,27-03-2017,"Vaughan, ON",Ontario,TransCanada PipeLines Limited,Initially Submitted,43.8626,-79.6673,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Construction,Yes,Vehicle/Mobile Equipment
INC2017-047,Fire,30-03-2017,"Cleardale, AB",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,56.4,-119.9,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Construction,Yes,Vehicle/Mobile Equipment
INC2017-048,Operation Beyond Design Limits,30-03-2017,"Sunnynook, AB",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,51.35976855,-111.7425453,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Operation,Yes,Compression Station
INC2017-049,Fire,04-04-2017,"Conklin,AB",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,56.00074,-112.32962,No,No,No,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Construction,Yes,Vehicle/Mobile Equipment
INC2017-050,Fire,06-04-2017,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Initially Submitted,56.14410425,-120.6639331,Yes,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2017,To be determined,To be determined,Operation,No,
INC2017-051,Release of Substance,08-04-2017,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Initially Submitted,58.65432778,-122.6855556,Yes,No,No,No,3,Contaminated Water,Miscellaneous,Miscellaneous,2017,To be determined,To be determined,Operation,No,
INC2017-052,Release of Substance,09-04-2017,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Initially Submitted,55.57343158,-121.9438193,Yes,No,No,No,0.001,Natural Gas - Sour,High Vapour Pressure Product,Gas,2017,To be determined,To be determined,Operation,Yes,Processing Plant
